Config,DataFile,Strategy,StrategyLabel,RunID,Seed,K,N2Raw,Users,Candidates,InitialCost,FinalCost,ImprovementPct,Iterations,InitialCoverage,FinalCoverage,InitialSolution,FinalSolution,FinalGapPct,JaccardToBest
10_150,data/input_data_10_150_8_new.xlsx,random,Random,39,81,10,11,150,20,7771.373100256496,3665.3642236796645,52.83505017203861,6,0.8533333333333334,0.9266666666666666,0 2 7 10 12 13 14 15 16 19,0 7 8 10 11 13 14 15 18 19,0.0,1.0
10_150,data/input_data_10_150_8_new.xlsx,random,Random,40,82,10,11,150,20,23824.233231745657,3665.3642236796645,84.61497506330828,11,0.66,0.9266666666666666,2 4 5 9 10 12 13 15 16 19,0 7 8 10 11 13 14 15 18 19,0.0,1.0
10_150,data/input_data_10_150_8_new.xlsx,random,Random,41,83,10,11,150,20,12308.154458966974,3665.3642236796645,70.22003391410722,7,0.7866666666666666,0.9266666666666666,0 2 3 4 10 11 12 14 15 18,0 7 8 10 11 13 14 15 18 19,0.0,1.0
10_150,data/input_data_10_150_8_new.xlsx,random,Random,42,84,10,11,150,20,17108.38815856129,3923.9943554484084,77.06391555369999,11,0.7266666666666667,0.92,0 1 3 7 8 9 10 12 13 15,0 3 4 7 8 9 11 15 18 19,7.056055441854691,0.5384615384615384
10_150,data/input_data_10_150_8_new.xlsx,random,Random,43,85,10,11,150,20,18079.293015483236,3665.3642236796645,79.72617501945115,12,0.6866666666666666,0.9266666666666666,3 5 6 7 9 10 12 13 15 19,0 7 8 10 11 13 14 15 18 19,0.0,1.0
10_150,data/input_data_10_150_8_new.xlsx,random,Random,44,86,10,11,150,20,11678.602986290463,3665.3642236796645,68.61470307722215,9,0.7933333333333333,0.9266666666666666,0 2 4 8 10 11 14 17 18 19,0 7 8 10 11 13 14 15 18 19,0.0,1.0
10_150,data/input_data_10_150_8_new.xlsx,random,Random,45,87,10,11,150,20,14414.664749486548,3923.9943554484084,72.77776192756629,12,0.76,0.92,3 4 5 6 8 10 12 13 15 17,0 3 4 7 8 9 11 15 18 19,7.056055441854691,0.5384615384615384
10_150,data/input_data_10_150_8_new.xlsx,random,Random,46,88,10,11,150,20,14909.967321294185,3665.3642236796645,75.41668506244915,17,0.7533333333333333,0.9266666666666666,0 5 6 8 10 11 12 15 16 19,0 7 8 10 11 13 14 15 18 19,0.0,1.0
10_150,data/input_data_10_150_8_new.xlsx,random,Random,47,89,10,11,150,20,12515.808039455924,3665.3642236796645,70.71412239525687,9,0.78,0.9266666666666666,2 3 4 5 6 8 11 13 15 19,0 7 8 10 11 13 14 15 18 19,0.0,1.0
10_150,data/input_data_10_150_8_new.xlsx,random,Random,48,90,10,11,150,20,10554.619205099283,3665.3642236796645,65.2724162525086,15,0.8066666666666666,0.9266666666666666,2 4 6 7 9 11 12 15 16 17,0 7 8 10 11 13 14 15 18 19,0.0,1.0
10_150,data/input_data_10_150_8_new.xlsx,random,Random,49,91,10,11,150,20,13904.884586718472,3665.3642236796645,73.63973644786157,12,0.7533333333333333,0.9266666666666666,2 5 7 11 12 13 14 15 17 18,0 7 8 10 11 13 14 15 18 19,0.0,1.0
10_150,data/input_data_10_150_8_new.xlsx,density_topk,Density,0,42,10,11,150,20,17689.00208385691,3665.3642236796645,79.2788524400441,11,0.7,0.9266666666666666,0 5 6 8 9 10 12 14 17 19,0 7 8 10 11 13 14 15 18 19,0.0,1.0
10_150,data/input_data_10_150_8_new.xlsx,distance_sum,DistSum,0,42,10,11,150,20,20733.929598793504,3665.3642236796645,82.32190282013424,13,0.66,0.9266666666666666,0 4 5 6 9 10 12 14 17 19,0 7 8 10 11 13 14 15 18 19,0.0,1.0
10_150,data/input_data_10_150_8_new.xlsx,greedy_marginal,Greedy,0,42,10,11,150,20,4247.549799926624,4247.549799926624,0.0,0,0.9133333333333333,0.9133333333333333,0 2 3 4 7 8 11 14 15 19,0 2 3 4 7 8 11 14 15 19,15.883430423798432,0.5384615384615384
10_150,data/input_data_10_150_8_new.xlsx,density_diverse,Diverse,0,42,10,11,150,20,14693.88711633506,3665.3642236796645,75.05517638280402,11,0.7466666666666667,0.9266666666666666,0 5 6 8 9 10 12 14 17 18,0 7 8 10 11 13 14 15 18 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,0,42,10,10,180,20,16100.510430667291,5103.638984267238,68.30138394528083,14,0.7611111111111111,0.9111111111111111,0 1 2 3 7 8 10 11 16 17,4 7 8 9 13 15 16 17 18 19,16.826011195009645,0.3333333333333333
10_180,data/input_data_10_180_8_new.xlsx,random,Random,1,43,10,10,180,20,15239.623295436872,4368.581048057939,71.33406145697839,12,0.7666666666666667,0.9277777777777778,1 4 7 9 10 11 12 14 15 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,2,44,10,10,180,20,13979.805321619238,5103.638984267238,63.492774993263644,6,0.8,0.9111111111111111,0 3 4 5 6 13 16 17 18 19,4 7 8 9 13 15 16 17 18 19,16.826011195009645,0.3333333333333333
10_180,data/input_data_10_180_8_new.xlsx,random,Random,3,45,10,10,180,20,10812.230355665035,4368.581048057939,59.5959306789183,7,0.8222222222222222,0.9277777777777778,0 1 2 4 5 7 8 13 15 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,4,46,10,10,180,20,11299.125108569475,4463.6277089335645,60.49581125933137,12,0.8222222222222222,0.9222222222222223,0 1 2 4 7 8 9 11 12 18,0 3 4 7 8 9 11 15 18 19,2.175687250162802,0.42857142857142855
10_180,data/input_data_10_180_8_new.xlsx,random,Random,5,47,10,10,180,20,14755.255663895352,4368.581048057939,70.3930508046199,9,0.7777777777777778,0.9277777777777778,2 4 6 8 9 10 11 12 13 14,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,6,48,10,10,180,20,17034.713149367606,4368.581048057939,74.35483057594007,10,0.7555555555555555,0.9277777777777778,2 4 6 9 10 11 12 14 15 17,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,7,49,10,10,180,20,12324.74413965987,4368.581048057939,64.55438751056701,11,0.8111111111111111,0.9277777777777778,0 2 3 8 10 11 12 13 15 17,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,8,50,10,10,180,20,20821.101919886383,4463.6277089335645,78.56200057946828,8,0.7111111111111111,0.9222222222222223,1 5 7 8 11 12 13 15 18 19,0 3 4 7 8 9 11 15 18 19,2.175687250162802,0.42857142857142855
10_180,data/input_data_10_180_8_new.xlsx,random,Random,9,51,10,10,180,20,14241.128910009083,4368.581048057939,69.32419420073101,8,0.8055555555555556,0.9277777777777778,3 4 5 6 7 8 13 16 17 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,10,52,10,10,180,20,13796.562063816495,4368.581048057939,68.3357272061626,9,0.7944444444444444,0.9277777777777778,0 1 2 6 8 11 12 14 15 16,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,11,53,10,10,180,20,17829.35754770518,4368.581048057939,75.49782129631352,13,0.7333333333333333,0.9277777777777778,5 6 7 8 11 14 15 16 17 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,12,54,10,10,180,20,17265.485070360366,4368.581048057939,74.69760606055908,12,0.7666666666666667,0.9277777777777778,3 4 6 7 9 13 14 15 17 18,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,13,55,10,10,180,20,12013.684328569296,4463.6277089335645,62.845471989647855,8,0.8111111111111111,0.9222222222222223,1 2 4 5 6 9 11 15 17 19,0 3 4 7 8 9 11 15 18 19,2.175687250162802,0.42857142857142855
10_180,data/input_data_10_180_8_new.xlsx,random,Random,14,56,10,10,180,20,17587.840897406208,5103.638984267238,70.98200390805273,11,0.7611111111111111,0.9111111111111111,0 3 6 8 9 11 12 15 16 17,4 7 8 9 13 15 16 17 18 19,16.826011195009645,0.3333333333333333
10_180,data/input_data_10_180_8_new.xlsx,random,Random,15,57,10,10,180,20,15148.25743958947,4368.581048057939,71.16116447400216,8,0.8,0.9277777777777778,0 1 4 6 7 10 11 12 15 16,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,16,58,10,10,180,20,11951.65735720018,5103.638984267238,57.29764641225602,6,0.8222222222222222,0.9111111111111111,1 3 4 5 6 7 16 17 18 19,4 7 8 9 13 15 16 17 18 19,16.826011195009645,0.3333333333333333
10_180,data/input_data_10_180_8_new.xlsx,random,Random,17,59,10,10,180,20,12915.361569976683,4368.581048057939,66.1753097318372,5,0.8277777777777777,0.9277777777777778,0 2 4 7 10 11 13 14 15 16,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,18,60,10,10,180,20,18835.06592119798,4463.6277089335645,76.30150206211935,11,0.7444444444444445,0.9222222222222223,0 4 5 7 8 9 12 13 15 19,0 3 4 7 8 9 11 15 18 19,2.175687250162802,0.42857142857142855
10_180,data/input_data_10_180_8_new.xlsx,random,Random,19,61,10,10,180,20,16753.469135229574,4368.581048057939,73.92431971673504,13,0.7611111111111111,0.9277777777777778,0 4 5 6 10 11 12 15 17 18,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,20,62,10,10,180,20,12827.944425415095,4368.581048057939,65.9448084339781,8,0.8111111111111111,0.9277777777777778,2 4 5 7 8 10 14 17 18 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,21,63,10,10,180,20,18421.388481334976,4368.581048057939,76.2852781022218,8,0.7277777777777777,0.9277777777777778,1 6 8 9 10 11 13 14 15 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,22,64,10,10,180,20,12600.052468704125,4368.581048057939,65.32886621775128,11,0.8166666666666667,0.9277777777777778,0 3 4 6 10 11 12 15 17 18,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,23,65,10,10,180,20,13907.167666414749,4368.581048057939,68.58755748945282,10,0.7777777777777778,0.9277777777777778,7 8 9 12 13 14 15 16 18 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,24,66,10,10,180,20,13047.401481989391,4368.581048057939,66.51761613921116,6,0.7888888888888889,0.9277777777777778,1 2 4 7 8 9 12 13 14 15,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,25,67,10,10,180,20,16929.547714066553,4368.581048057939,74.19552416968507,11,0.7722222222222223,0.9277777777777778,2 3 4 6 7 9 13 14 15 17,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,26,68,10,10,180,20,21160.168312849994,4368.581048057939,79.3546961277949,10,0.7055555555555556,0.9277777777777778,3 4 5 7 10 11 13 14 16 18,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,27,69,10,10,180,20,16734.71350827535,4368.581048057939,73.89509509142378,11,0.7555555555555555,0.9277777777777778,1 2 3 5 6 8 11 12 13 17,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,28,70,10,10,180,20,19615.53344958616,4368.581048057939,77.72897148433094,13,0.7277777777777777,0.9277777777777778,1 2 3 4 5 9 10 11 14 17,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,29,71,10,10,180,20,31393.247270232674,4368.581048057939,86.0843288671183,13,0.6388888888888888,0.9277777777777778,0 1 3 4 8 10 12 13 15 16,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,30,72,10,10,180,20,11954.990932093184,4368.581048057939,63.45809818784153,10,0.8111111111111111,0.9277777777777778,2 5 9 10 11 14 15 16 17 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,31,73,10,10,180,20,19095.958417412214,4368.581048057939,77.12300711717853,13,0.7111111111111111,0.9277777777777778,1 3 4 5 7 8 9 14 15 16,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,32,74,10,10,180,20,14054.055346806683,4368.581048057939,68.9158684788405,15,0.7833333333333333,0.9277777777777778,2 3 4 5 10 12 15 16 17 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,33,75,10,10,180,20,16225.997492601928,4368.581048057939,73.07665645794813,9,0.7611111111111111,0.9277777777777778,1 8 10 11 12 13 14 16 18 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,34,76,10,10,180,20,18901.532080584035,4368.581048057939,76.8876881015089,20,0.7388888888888889,0.9277777777777778,0 3 4 6 9 11 12 14 16 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,35,77,10,10,180,20,14284.83857631827,4368.581048057939,69.41805800101744,8,0.8055555555555556,0.9277777777777778,1 4 6 7 8 10 13 16 17 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,36,78,10,10,180,20,23370.021302973746,4368.581048057939,81.30690172925922,9,0.7222222222222222,0.9277777777777778,0 2 3 6 8 9 10 12 13 14,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,37,79,10,10,180,20,12445.459342704686,4368.581048057939,64.89819356793186,8,0.8166666666666667,0.9277777777777778,2 3 4 5 7 11 13 14 15 17,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,38,80,10,10,180,20,20109.307606834573,4368.581048057939,78.27582563522384,12,0.7055555555555556,0.9277777777777778,0 5 6 8 11 12 13 14 17 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,39,81,10,10,180,20,8790.05681134044,4368.581048057939,50.30087811921943,5,0.8611111111111112,0.9277777777777778,0 2 7 10 12 13 14 15 16 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,40,82,10,10,180,20,26919.747285913516,4368.581048057939,83.77183484800425,12,0.6777777777777778,0.9277777777777778,2 4 5 9 10 12 13 15 16 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,41,83,10,10,180,20,13139.769982925254,4368.581048057939,66.75298689600515,8,0.8111111111111111,0.9277777777777778,0 2 3 4 10 11 12 14 15 18,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,42,84,10,10,180,20,19925.350435962664,4463.6277089335645,77.59824740207682,10,0.7388888888888889,0.9222222222222223,0 1 3 7 8 9 10 12 13 15,0 3 4 7 8 9 11 15 18 19,2.175687250162802,0.42857142857142855
10_180,data/input_data_10_180_8_new.xlsx,random,Random,43,85,10,10,180,20,21510.184449792414,4368.581048057939,79.69063883085346,11,0.6888888888888889,0.9277777777777778,3 5 6 7 9 10 12 13 15 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,44,86,10,10,180,20,14237.29193696428,4368.581048057939,69.31592702179695,10,0.7888888888888889,0.9277777777777778,0 2 4 8 10 11 14 17 18 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,45,87,10,10,180,20,16465.83407217423,5460.04769977405,66.84013894564238,5,0.7722222222222223,0.9111111111111111,3 4 5 6 8 10 12 13 15 17,2 4 6 7 8 10 12 13 15 17,24.984466116322228,0.42857142857142855
10_180,data/input_data_10_180_8_new.xlsx,random,Random,46,88,10,10,180,20,17379.046593006224,4368.581048057939,74.86294184966413,12,0.7611111111111111,0.9277777777777778,0 5 6 8 10 11 12 15 16 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,47,89,10,10,180,20,13959.020137430358,4368.581048057939,68.70424281183014,7,0.7944444444444444,0.9277777777777778,2 3 4 5 6 8 11 13 15 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,random,Random,48,90,10,10,180,20,11777.40198679955,5103.638984267238,56.66583351754875,9,0.8222222222222222,0.9111111111111111,2 4 6 7 9 11 12 15 16 17,4 7 8 9 13 15 16 17 18 19,16.826011195009645,0.3333333333333333
10_180,data/input_data_10_180_8_new.xlsx,random,Random,49,91,10,10,180,20,16313.591347027017,4368.581048057939,73.22121809276493,12,0.7611111111111111,0.9277777777777778,2 5 7 11 12 13 14 15 17 18,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,density_topk,Density,0,42,10,10,180,20,16525.886141613988,4368.581048057939,73.56522360965943,9,0.7611111111111111,0.9277777777777778,0 5 6 8 10 12 14 17 18 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,distance_sum,DistSum,0,42,10,10,180,20,24679.822990481778,4368.581048057939,82.29897738835987,14,0.6611111111111111,0.9277777777777778,0 4 5 6 9 10 12 14 17 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,greedy_marginal,Greedy,0,42,10,10,180,20,4368.581048057939,4368.581048057939,0.0,0,0.9277777777777778,0.9277777777777778,0 2 7 8 10 11 13 14 15 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
10_180,data/input_data_10_180_8_new.xlsx,density_diverse,Diverse,0,42,10,10,180,20,16525.886141613988,4368.581048057939,73.56522360965943,9,0.7611111111111111,0.9277777777777778,0 5 6 8 10 12 14 17 18 19,0 2 7 8 10 11 13 14 15 19,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,0,42,5,6,130,10,23187.259749371515,19326.355670754936,16.65097178514692,2,0.5538461538461539,0.6230769230769231,0 1 4 6 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,1,43,5,6,130,10,24162.331150699618,19326.355670754936,20.014523639225335,1,0.6,0.6230769230769231,0 2 3 4 7,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,2,44,5,6,130,10,45895.38852342284,19326.355670754936,57.890419293668955,4,0.36153846153846153,0.6230769230769231,1 3 6 7 8,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,3,45,5,6,130,10,29898.582088334144,19326.355670754936,35.36029362979153,3,0.5538461538461539,0.6230769230769231,0 2 4 6 7,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,4,46,5,6,130,10,30939.660128858348,19326.355670754936,37.5353329989276,5,0.4846153846153846,0.6230769230769231,0 1 4 6 8,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,5,47,5,6,130,10,36061.26003841179,19326.355670754936,46.406876381555,2,0.4076923076923077,0.6230769230769231,1 3 4 5 6,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,6,48,5,6,130,10,34048.25021086048,19326.355670754936,43.2383292795753,5,0.45384615384615384,0.6230769230769231,2 4 5 8 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,7,49,5,6,130,10,24639.93675053193,19326.355670754936,21.564913634213305,3,0.5384615384615384,0.6230769230769231,0 1 2 5 6,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,8,50,5,6,130,10,36234.829985197815,19326.355670754936,46.66359500334377,6,0.46153846153846156,0.6230769230769231,1 4 5 7 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,9,51,5,6,130,10,46133.53756972475,19326.355670754936,58.10779600080375,6,0.3384615384615385,0.6230769230769231,1 2 3 6 8,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,10,52,5,6,130,10,29898.582088334144,19326.355670754936,35.36029362979153,3,0.5538461538461539,0.6230769230769231,0 2 4 6 7,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,11,53,5,6,130,10,34177.04410811194,19326.355670754936,43.45223182666106,6,0.4846153846153846,0.6230769230769231,3 4 5 7 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,12,54,5,6,130,10,27801.8894059555,19326.355670754936,30.485459500407195,1,0.5153846153846153,0.6230769230769231,2 3 4 6 7,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,13,55,5,6,130,10,44362.10368701802,19326.355670754936,56.434988279398176,4,0.4153846153846154,0.6230769230769231,1 2 3 5 7,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,14,56,5,6,130,10,26592.559905862403,19326.355670754936,27.324199929716478,3,0.5384615384615384,0.6230769230769231,0 4 5 7 8,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,15,57,5,6,130,10,26274.83765102669,19326.355670754936,26.445385020296182,3,0.5615384615384615,0.6230769230769231,0 1 4 5 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,16,58,5,6,130,10,37563.4036433426,19326.355670754936,48.55004127353575,7,0.4230769230769231,0.6230769230769231,3 5 6 8 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,17,59,5,6,130,10,29572.752378598554,19326.355670754936,34.648099631263314,3,0.5,0.6230769230769231,0 1 3 7 8,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,18,60,5,6,130,10,35697.8360413304,19326.355670754936,45.86126831783534,5,0.47692307692307695,0.6230769230769231,1 2 4 7 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,19,61,5,6,130,10,30387.216899530617,19326.355670754936,36.399717898964724,4,0.47692307692307695,0.6230769230769231,2 3 6 7 8,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,20,62,5,6,130,10,30542.235354201533,19326.355670754936,36.72252391933614,7,0.49230769230769234,0.6230769230769231,1 2 6 7 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,21,63,5,6,130,10,33433.27071855772,19326.355670754936,42.194241677864,4,0.5,0.6230769230769231,2 3 4 7 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,22,64,5,6,130,10,31134.844205202615,19326.355670754936,37.926923470760414,3,0.47692307692307695,0.6230769230769231,1 4 5 6 7,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,23,65,5,6,130,10,32770.43112822519,19326.355670754936,41.025018575025285,6,0.46153846153846156,0.6230769230769231,1 4 6 7 8,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,24,66,5,6,130,10,31833.61619812763,19326.355670754936,39.289474527585526,2,0.43846153846153846,0.6230769230769231,1 3 4 6 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,25,67,5,6,130,10,41515.06372910374,19326.355670754936,53.44736600462839,6,0.4,0.6230769230769231,1 3 6 7 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,26,68,5,6,130,10,32770.43112822519,19326.355670754936,41.025018575025285,6,0.46153846153846156,0.6230769230769231,1 4 6 7 8,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,27,69,5,6,130,10,28283.5403722095,19326.355670754936,31.669248557919595,4,0.5307692307692308,0.6230769230769231,0 1 2 4 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,28,70,5,6,130,10,36617.08337572514,19326.355670754936,47.22038488852689,4,0.4461538461538462,0.6230769230769231,1 3 4 7 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,29,71,5,6,130,10,24446.45293122625,19326.355670754936,20.944131546917575,4,0.5384615384615384,0.6230769230769231,0 1 2 5 8,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,30,72,5,6,130,10,36568.323370825936,19326.355670754936,47.15000883476811,5,0.45384615384615384,0.6230769230769231,1 2 4 5 7,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,31,73,5,6,130,10,29739.897721246853,19326.355670754936,35.015392951577795,6,0.5,0.6230769230769231,1 4 7 8 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,32,74,5,6,130,10,23864.796717506477,19326.355670754936,19.017304444174382,4,0.5461538461538461,0.6230769230769231,0 1 2 8 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,33,75,5,6,130,10,35164.79498290448,19326.355670754936,45.04061326064739,8,0.45384615384615384,0.6230769230769231,0 5 6 7 9,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,34,76,5,6,130,10,31425.76687523476,19326.355670754936,38.50156227695696,4,0.46923076923076923,0.6230769230769231,1 2 5 6 7,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,35,77,5,6,130,10,36061.26003841179,19326.355670754936,46.406876381555,2,0.4076923076923077,0.6230769230769231,1 3 4 5 6,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,36,78,5,6,130,10,36061.26003841179,19326.355670754936,46.406876381555,2,0.4076923076923077,0.6230769230769231,1 3 4 5 6,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,37,79,5,6,130,10,36568.323370825936,19326.355670754936,47.15000883476811,5,0.45384615384615384,0.6230769230769231,1 2 4 5 7,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,38,80,5,6,130,10,44970.95693138146,19326.355670754936,57.02480669859018,6,0.4153846153846154,0.6230769230769231,2 4 6 7 8,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,39,81,5,6,130,10,38257.47015374336,19326.355670754936,49.48344573467851,6,0.4,0.6230769230769231,4 5 6 7 8,0 3 4 6 7,0.0,1.0
5_130,data/input_data_5_130_8_new.xlsx,random,Random,40,82,5,6,130,10,29795.290181168093,19326.355670754936,35.13620591293981,2,0.49230769230769234,0.6230769230769231,1 2 4 6 7,0 3 4 6 7,0.0,1.0
