Config,Seed,CLSCost,CLSAdvantagePct,PSPStage2Score,PSPBestHV,PSPBestIGD,PSPBestQ,PSPHV,PSPIGD,PSPBestQValue
real_sparse_r04_c40_u130_k10_s1,42,2304.7669645477567,62.52761227993636,3,True,True,True,1.0490168248300376,0.0192395051073223,0.2273324743696142
real_sparse_r04_c40_u130_k10_s1,43,2304.7669645477567,62.52761227993636,2,True,True,False,0.9448206115017544,0.009579559775970978,0.3241195727553839
real_sparse_r04_c40_u130_k10_s1,44,2304.7669645477567,62.52761227993636,3,True,True,True,1.040842447089763,0.009962818552146768,0.2520656214859217
