Config,Method,HV,IGD,Spacing,BestQ,BestFrontQ,ParetoCount,SolutionCount,BestCostNorm,BestDelayNorm
real_sparse_r04_c40_u130_k10_s1,NS-P,1.0481080897516521,0.019266776634610457,0.010131734973845338,0.23437285463760796,0.23437285463760796,50,50,0.0,0.0
real_sparse_r04_c40_u130_k10_s1,GCP,1.0477806992346226,0.026349622119214468,0.008071084333436094,0.24208900743430478,0.24208900743430478,50,50,0.010264750478528453,0.0049326093892771376
real_sparse_r04_c40_u130_k10_s1,GDP,1.0252279055522038,0.04045527178708211,0.004231543606490276,0.23854794336605412,0.23854794336605412,50,50,0.053112439571168735,0.021980941803348617
real_sparse_r04_c40_u130_k10_s1,PSP,1.0490168248300376,0.0192395051073223,0.007492359123866299,0.2273324743696142,0.2273324743696142,50,50,0.0005465201042215954,0.03663726056370952
