Config,Weight,Seed,BestEpisode,Cost,Delay,ScalarQReferenceBounds
5_130,0.1,42,46,1865.2852322507574,461.3482109519581,0.4317049716408823
5_130,0.3,42,19,1832.8901434917484,427.7070802843781,0.46419236615432613
5_130,0.5,42,58,1447.3979276986083,506.64546089641243,0.48159708971749926
5_130,0.7,42,58,1396.819081709208,522.1916534999011,0.4434145082699872
5_130,0.9,42,58,1396.819081709208,522.1916534999011,0.41176004596005744
