Config,HVGapPct,IGDGap,BestQGap,RuntimeRatioJointOverMOS2,NormalizationLowerCost,NormalizationLowerDelay,NormalizationUpperCost,NormalizationUpperDelay
joint_gap_c6_u30_k3_s4_seed42,6.44662653034889,0.02885126299637321,0.0,4.986475473507977,327.1769010551288,120.87230767203322,398.12916486340845,194.60327638740875
joint_gap_c6_u30_k3_s4_seed43,4.181069470432011,0.01989194774024221,0.0,5.153226731208154,317.89381269678057,97.44932730959982,477.88941573055257,158.96885020045855
joint_gap_c6_u30_k3_s4_seed44,0.9836147591605376,0.06597909062207402,0.0,5.3985079169725525,305.8245010916258,92.5506968176324,495.27343119531884,161.65105794339016
