Config,Capacity,CapacityLabel,Varpi,VarpiLabel,VarpiRatio,IsHalfCapacity,Seed,HV,IGD,Spacing,BestQ,BestFrontQ,ParetoCount,SolutionCount,BestCostNorm,BestDelayNorm,RawBestCost,RawBestDelay,NpzPath
10_150,8,Vj=8,4,Vj/2=4,0.5,True,44,0.868961888456317,0.04347320062308251,0.009149682715128794,0.3228725477127449,0.3228725477127449,50,50,0.15840950969004225,0.0,3239.44341329209,111.92784534801221,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_10_150_seed44.npz
10_150,8,Vj=8,3,3,0.375,False,42,0.9736138614736569,0.0057788957491228775,0.014290909925911466,0.2942547326185443,0.2942547326185443,50,50,0.0,0.0,2928.6315251278825,111.92784534801221,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_10_150_seed42.npz
10_150,8,Vj=8,3,3,0.375,False,43,0.938945788854836,0.017225704188213096,0.009357745801179122,0.29572361364319005,0.29572361364319005,50,50,0.0707052702338949,0.0,3067.3608134613773,111.92784534801221,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_10_150_seed43.npz
10_150,8,Vj=8,3,3,0.375,False,44,0.8080300997029436,0.08054622985406522,0.007498102686856659,0.33114382806311704,0.33114382806311704,50,50,0.2639270136427927,0.0,3446.4770358448036,111.92784534801221,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_10_150_seed44.npz
10_150,8,Vj=8,8,Vj=8,1.0,False,42,0.8562804826243913,0.052904378284808186,0.008041816814638912,0.3414003560666375,0.3414003560666375,50,50,0.1567639053520476,0.0,3236.214608452885,111.92784534801221,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_10_150_seed42.npz
10_150,8,Vj=8,8,Vj=8,1.0,False,43,0.95044749227435,0.014733334424609215,0.010405716673119509,0.3026958316712882,0.3026958316712882,50,50,0.032846511745017695,0.0,2993.0789585872294,111.92784534801221,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_10_150_seed43.npz
10_150,8,Vj=8,8,Vj=8,1.0,False,44,0.7859660631268203,0.08212292000137987,0.0052527722300102385,0.34077862335166664,0.34077862335166664,50,50,0.2990298800588144,0.0,3515.351614221366,111.92784534801221,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_10_150_seed44.npz
10_180,8,Vj=8,1,1,0.125,False,42,0.9483383485043332,0.023940024682489167,0.010848704431337144,0.2890184618219579,0.2890184618219579,50,50,0.09496835197958194,0.0,4316.809734736856,124.81741474027699,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi1_10_180_seed42.npz
10_180,8,Vj=8,1,1,0.125,False,43,0.9274812101233112,0.040816989362704205,0.008624373852845932,0.30585004224160794,0.30585004224160794,50,50,0.05123703025033464,0.0,4254.094028693197,124.81741474027699,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi1_10_180_seed43.npz
10_180,8,Vj=8,1,1,0.125,False,44,0.9188450020589327,0.0219820096859178,0.01432083262881022,0.2709425805594272,0.2709425805594272,39,39,0.15610138541832635,0.0,4404.48148128133,124.81741474027699,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi1_10_180_seed44.npz
10_180,8,Vj=8,4,Vj/2=4,0.5,True,42,0.8702492537259208,0.04416211941634256,0.01174847821855519,0.2969882261996445,0.2969882261996445,30,30,0.20104286816431496,0.0,4468.932696328383,124.81741474027699,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_10_180_seed42.npz
10_180,8,Vj=8,4,Vj/2=4,0.5,True,43,0.9520026551502299,0.024270479439655265,0.0110489965516891,0.2791008993181526,0.2791008993181526,45,45,0.1000448237892264,0.0,4324.08997464645,124.81741474027699,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_10_180_seed43.npz
10_180,8,Vj=8,4,Vj/2=4,0.5,True,44,0.9351519414414763,0.0312805539479807,0.01263060235540471,0.2969787816798499,0.2969787816798499,44,44,0.07773096651343313,0.0,4292.089356822158,124.81741474027699,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_10_180_seed44.npz
10_180,8,Vj=8,3,3,0.375,False,42,0.8702492537259208,0.04416211941634256,0.01174847821855519,0.2969882261996445,0.2969882261996445,30,30,0.20104286816431496,0.0,4468.932696328383,124.81741474027699,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_10_180_seed42.npz
10_180,8,Vj=8,3,3,0.375,False,43,1.0236308968984946,0.005105568944896024,0.005779948560496608,0.26653734582276845,0.26653734582276845,50,50,0.0,0.0,4180.614280067604,124.81741474027699,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_10_180_seed43.npz
10_180,8,Vj=8,3,3,0.375,False,44,0.7989584551725919,0.06373415177639573,0.05188222810399684,0.3028121786628759,0.3028121786628759,40,40,0.3083044072952484,0.0,4622.7579842895975,124.81741474027699,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_10_180_seed44.npz
10_180,8,Vj=8,8,Vj=8,1.0,False,42,0.9659537639945743,0.011438573209401382,0.004029300483272857,0.2675336539168673,0.2675336539168673,50,50,0.09131660199274845,0.0,4311.57270851256,124.81741474027699,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_10_180_seed42.npz
10_180,8,Vj=8,8,Vj=8,1.0,False,43,0.9496460333044099,0.0353284051344499,0.010007568756942196,0.3022158047684138,0.3022158047684138,50,50,0.0615049794494562,0.0,4268.819439638475,124.81741474027699,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_10_180_seed43.npz
10_180,8,Vj=8,8,Vj=8,1.0,False,44,1.0022163578262753,0.012630142744364055,0.01977102210948874,0.2676340442393131,0.2676340442393131,32,32,0.006465382435024212,0.0,4189.886376318554,124.81741474027699,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_10_180_seed44.npz
5_130,8,Vj=8,1,1,0.125,False,42,0.9129019027712486,0.0,0.02163774919093947,0.2780038950271619,0.2780038950271619,27,27,0.0,0.0,2922.7852560053802,214.39765204984357,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi1_5_130_seed42.npz
5_130,8,Vj=8,1,1,0.125,False,43,0.9129019027712486,0.0,0.02163774919093947,0.2780038950271619,0.2780038950271619,27,27,0.0,0.0,2922.7852560053802,214.39765204984357,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi1_5_130_seed43.npz
5_130,8,Vj=8,1,1,0.125,False,44,0.9129019027712486,0.0,0.02163774919093947,0.2780038950271619,0.2780038950271619,27,27,0.0,0.0,2922.7852560053802,214.39765204984357,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi1_5_130_seed44.npz
5_130,8,Vj=8,4,Vj/2=4,0.5,True,42,0.9129019027712486,0.0,0.02163774919093947,0.2780038950271619,0.2780038950271619,27,27,0.0,0.0,2922.7852560053802,214.39765204984357,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_5_130_seed42.npz
5_130,8,Vj=8,4,Vj/2=4,0.5,True,43,0.9077941674451437,0.023694965564253472,0.019186196280017043,0.2780038950271619,0.2780038950271619,24,24,0.04387268281650456,0.0,2942.544355676148,214.39765204984357,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_5_130_seed43.npz
5_130,8,Vj=8,4,Vj/2=4,0.5,True,44,0.9129019027712486,0.0,0.02163774919093947,0.2780038950271619,0.2780038950271619,27,27,0.0,0.0,2922.7852560053802,214.39765204984357,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_5_130_seed44.npz
5_130,8,Vj=8,3,3,0.375,False,42,0.9129019027712486,0.0,0.02163774919093947,0.2780038950271619,0.2780038950271619,27,27,0.0,0.0,2922.7852560053802,214.39765204984357,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_5_130_seed42.npz
5_130,8,Vj=8,3,3,0.375,False,43,0.9077941674451437,0.023694965564253472,0.019186196280017043,0.2780038950271619,0.2780038950271619,24,24,0.04387268281650456,0.0,2942.544355676148,214.39765204984357,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_5_130_seed43.npz
5_130,8,Vj=8,3,3,0.375,False,44,0.9129019027712486,0.0,0.02163774919093947,0.2780038950271619,0.2780038950271619,27,27,0.0,0.0,2922.7852560053802,214.39765204984357,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_5_130_seed44.npz
5_130,8,Vj=8,8,Vj=8,1.0,False,42,0.9129019027712486,0.0,0.02163774919093947,0.2780038950271619,0.2780038950271619,27,27,0.0,0.0,2922.7852560053802,214.39765204984357,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_5_130_seed42.npz
5_130,8,Vj=8,8,Vj=8,1.0,False,43,0.9129019027712486,0.0,0.02163774919093947,0.2780038950271619,0.2780038950271619,27,27,0.0,0.0,2922.7852560053802,214.39765204984357,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_5_130_seed43.npz
5_130,8,Vj=8,8,Vj=8,1.0,False,44,0.9129019027712486,0.0,0.02163774919093947,0.2780038950271619,0.2780038950271619,27,27,0.0,0.0,2922.7852560053802,214.39765204984357,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_5_130_seed44.npz
15_130,8,Vj=8,1,1,0.125,False,42,0.9788327638631182,0.027577252629944538,0.005703841941883278,0.27704484742862645,0.27704484742862645,50,50,0.0,0.0,2513.8183702374035,69.29911315943123,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi1_15_130_seed42.npz
15_130,8,Vj=8,1,1,0.125,False,43,0.7792715827775567,0.15810483305181727,0.008066017885107581,0.3300306208647815,0.3300306208647815,50,50,0.31019537568877015,0.0,3339.7744760239966,69.29911315943123,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi1_15_130_seed43.npz
15_130,8,Vj=8,1,1,0.125,False,44,0.7822854806642374,0.14745678509505808,0.008184296854271621,0.3639057647917717,0.3639057647917717,50,50,0.22856124716652007,0.0,3122.4075770371755,69.29911315943123,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi1_15_130_seed44.npz
15_130,8,Vj=8,4,Vj/2=4,0.5,True,42,0.840033205697023,0.10983606368536371,0.008086614320823578,0.3145566621263352,0.3145566621263352,50,50,0.22490060451980404,0.0,3112.6603970914903,69.29911315943123,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_15_130_seed42.npz
15_130,8,Vj=8,4,Vj/2=4,0.5,True,43,0.9055211740344593,0.07486465682546019,0.009305371884788024,0.3096961904792261,0.3096961904792261,50,50,0.12777318753004702,0.0,2854.0395748956726,69.29911315943123,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_15_130_seed43.npz
15_130,8,Vj=8,4,Vj/2=4,0.5,True,44,0.8546628577066497,0.09815447139986362,0.005047386548502469,0.30859030862602815,0.30859030862602815,50,50,0.20030166680986417,0.0,3047.160894552889,69.29911315943123,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_15_130_seed44.npz
15_130,8,Vj=8,3,3,0.375,False,42,0.840033205697023,0.10983606368536371,0.008086614320823578,0.3145566621263352,0.3145566621263352,50,50,0.22490060451980404,0.0,3112.6603970914903,69.29911315943123,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_15_130_seed42.npz
15_130,8,Vj=8,3,3,0.375,False,43,0.9055211740344593,0.07486465682546019,0.009305371884788024,0.3096961904792261,0.3096961904792261,50,50,0.12777318753004702,0.0,2854.0395748956726,69.29911315943123,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_15_130_seed43.npz
15_130,8,Vj=8,3,3,0.375,False,44,0.7822854806642374,0.14745678509505808,0.008184296854271621,0.3639057647917717,0.3639057647917717,50,50,0.22856124716652007,0.0,3122.4075770371755,69.29911315943123,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_15_130_seed44.npz
15_130,8,Vj=8,8,Vj=8,1.0,False,42,0.8854251865407644,0.10701164830977988,0.007989853859736398,0.27054349251194154,0.27054349251194154,50,50,0.21722740500754517,0.0,3092.228996481483,69.29911315943123,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_15_130_seed42.npz
15_130,8,Vj=8,8,Vj=8,1.0,False,43,0.9686116710235664,0.04514725006646064,0.009795845135693638,0.24019578289037186,0.24019578289037186,50,50,0.10919300649104514,0.0,2804.5661939927236,69.29911315943123,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_15_130_seed43.npz
15_130,8,Vj=8,8,Vj=8,1.0,False,44,1.0031588935501383,0.011444384500715565,0.009410933284685282,0.2603502626737848,0.2603502626737848,50,50,0.028782605674292666,0.0,2590.4577103447245,69.29911315943123,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_15_130_seed44.npz
20_130,8,Vj=8,1,1,0.125,False,42,0.748398912557233,0.19403626459962453,0.011821265849355207,0.33888613511594723,0.33888613511594723,50,50,0.3569004722076978,0.0,3180.5242796911784,65.10000000000002,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi1_20_130_seed42.npz
20_130,8,Vj=8,1,1,0.125,False,43,0.9150900258332975,0.06049367967357477,0.0076341971843466114,0.3069663009711986,0.3069663009711986,50,50,0.10211447370449583,0.0,2526.4813278456927,65.10000000000002,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi1_20_130_seed43.npz
20_130,8,Vj=8,1,1,0.125,False,44,1.004375397419593,0.0,0.010477666703120019,0.2680388917544281,0.2680388917544281,50,50,0.0,0.0,2264.350550643674,65.10000000000002,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi1_20_130_seed44.npz
20_130,8,Vj=8,4,Vj/2=4,0.5,True,42,0.748398912557233,0.19403626459962453,0.011821265849355207,0.33888613511594723,0.33888613511594723,50,50,0.3569004722076978,0.0,3180.5242796911784,65.10000000000002,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_20_130_seed42.npz
20_130,8,Vj=8,4,Vj/2=4,0.5,True,43,0.9150900258332975,0.06049367967357477,0.0076341971843466114,0.3069663009711986,0.3069663009711986,50,50,0.10211447370449583,0.0,2526.4813278456927,65.10000000000002,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_20_130_seed43.npz
20_130,8,Vj=8,4,Vj/2=4,0.5,True,44,1.004375397419593,0.0,0.010477666703120019,0.2680388917544281,0.2680388917544281,50,50,0.0,0.0,2264.350550643674,65.10000000000002,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi4_20_130_seed44.npz
20_130,8,Vj=8,3,3,0.375,False,42,0.748398912557233,0.19403626459962453,0.011821265849355207,0.33888613511594723,0.33888613511594723,50,50,0.3569004722076978,0.0,3180.5242796911784,65.10000000000002,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_20_130_seed42.npz
20_130,8,Vj=8,3,3,0.375,False,43,0.9150900258332975,0.06049367967357477,0.0076341971843466114,0.3069663009711986,0.3069663009711986,50,50,0.10211447370449583,0.0,2526.4813278456927,65.10000000000002,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_20_130_seed43.npz
20_130,8,Vj=8,3,3,0.375,False,44,1.004375397419593,0.0,0.010477666703120019,0.2680388917544281,0.2680388917544281,50,50,0.0,0.0,2264.350550643674,65.10000000000002,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi3_20_130_seed44.npz
20_130,8,Vj=8,8,Vj=8,1.0,False,42,0.748398912557233,0.19403626459962453,0.011821265849355207,0.33888613511594723,0.33888613511594723,50,50,0.3569004722076978,0.0,3180.5242796911784,65.10000000000002,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_20_130_seed42.npz
20_130,8,Vj=8,8,Vj=8,1.0,False,43,0.9150900258332975,0.06049367967357477,0.0076341971843466114,0.3069663009711986,0.3069663009711986,50,50,0.10211447370449583,0.0,2526.4813278456927,65.10000000000002,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_20_130_seed43.npz
20_130,8,Vj=8,8,Vj=8,1.0,False,44,1.004375397419593,0.0,0.010477666703120019,0.2680388917544281,0.2680388917544281,50,50,0.0,0.0,2264.350550643674,65.10000000000002,D:\pythonProject\output\npz\res_hybrid_anchor_cap8_varpi8_20_130_seed44.npz
