Config,Method,HV,IGD,Spacing,BestQ,BestFrontQ,ParetoCount,SolutionCount,BestCostNorm,BestDelayNorm
15_130,NS-P,0.8955379087553338,0.0769080851268725,0.008469702999294417,0.30589591049858744,0.30589591049858744,50,50,0.1427455321040781,0.03702077472958458
15_130,GCP,0.9584666805475216,0.032490851586884494,0.008427364583916056,0.26974335767784186,0.26974335767784186,50,50,0.01904878307349216,0.06190115729489733
15_130,GDP,0.9871385762458261,0.013971323989143202,0.004803081459705084,0.26934812105496275,0.26934812105496275,50,50,0.0,0.07487134353105923
15_130,PSP,0.9909405578095696,0.023005997164647157,0.007041334233401346,0.2819417611913702,0.2819417611913702,50,50,0.03316793977857053,0.0
15_130,DQN,0.3052621984688772,0.49806424194139215,0.025752207443989455,0.5801188610284157,0.5801188610284157,4,5,0.6622711942489445,0.21893455901805792
