Config,Method,HV,IGD,Spacing,BestQ,BestFrontQ,ParetoCount_x,SolutionCount,BestCostNorm,BestDelayNorm,RuntimeSec,RawSolutionCount,ParetoCount_y,SelectedServers,Stage1Cost
joint_gap_c6_u30_k3_s4_seed42,Joint-Exact,0.6947804665514864,0.0,0.08483974573029185,0.4122439335790713,0.4122439335790713,11,11,0.0,0.0,26.027467,26620,11,,
joint_gap_c6_u30_k3_s4_seed42,MOS2-PSP,0.6499905646670965,0.02885126299637321,0.02409376146469455,0.4122439335790713,0.4122439335790713,8,8,0.0,0.0,4.662999599999996,8,8,0 1 3,9176.549530205382
