Config,Method,HV,IGD,Spacing,BestQ,BestFrontQ,ParetoCount_x,SolutionCount,BestCostNorm,BestDelayNorm,RuntimeSec,RawSolutionCount,ParetoCount_y,SelectedServers,Stage1Cost
joint_gap_c6_u30_k3_s4_seed43,Joint-Exact,1.0335650397794003,0.0,0.10032417938883803,0.2117122022892911,0.2117122022892911,10,10,0.0,0.0,39.7446693,26620,10,,
joint_gap_c6_u30_k3_s4_seed43,MOS2-PSP,0.9903509674441253,0.01989194774024221,0.11387239538695237,0.2117122022892911,0.2117122022892911,10,10,0.0,0.026779905209202266,7.7125792,10,10,0 1 3,6998.637331574215
