Config,Weight,Seed,BestEpisode,Cost,Delay,ScalarQReferenceBounds
10_150,0.1,42,217,2878.2575821955525,293.47843336982925,0.3192098227178394
10_150,0.3,42,230,2556.5334735575343,302.77082097078676,0.4295611301438593
10_150,0.5,42,137,2159.7102526545823,363.01094382944444,0.4971969240136871
10_150,0.7,42,284,2179.96389933107,412.1105308053939,0.575607074333558
10_150,0.9,42,80,1859.7348103143433,435.5979858127809,0.43372031863988125
