Scenario,Method,Seeds,HVMean,HVStd,IGDMean,IGDStd,BestQMean,BestQStd
alternate_sparse,NS-P,3,0.9574027814187405,0.08397737047305208,0.04983864352716144,0.03278510791937491,0.29527171101966104,0.058427769807437954
alternate_sparse,GCP,3,0.9798872696378845,0.06905651320559288,0.04464097839106649,0.015846310847790045,0.2800172908233785,0.04468683339509512
alternate_sparse,GDP,3,0.9742293860614083,0.05222971636940884,0.04075749113934467,0.023350548666144704,0.2732792548637378,0.038000677250246195
alternate_sparse,PSP,3,1.0115599611405184,0.05794230497239521,0.012927294478479968,0.005469892511698154,0.2678392228703066,0.05028459484732145
